entry_id,lipid_system,lipid_components,composition,property,value,unit,uncertainty,temperature_C,phase,hydration,type,method,force_field,source_doi,source_citation,source_locator,extraction_confidence,notes,date_added
2931,DOPC,DOPC,single,area_per_lipid,69.86,A^2,0.019,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402411,NMRlipidsDatabank_ID330,NMRlipids BilayerData sim ID 330,high,NMRlipids Databank; FF_raw='Berger'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2932,DOPC,DOPC,single,thickness_DB,40.49,A,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402411,NMRlipidsDatabank_ID330,NMRlipids BilayerData sim ID 330,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Berger'. Def: total-density-based head-head thickness.",2026-07-01
2933,DOPC,DOPC,single,order_param_SCD_plateau,0.19,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402411,NMRlipidsDatabank_ID330,NMRlipids BilayerData sim ID 330,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C4_M); component=DOPC; FF_raw='Berger'.",2026-07-01
2934,DOPC,DOPC,single,order_param_SCD_plateau,0.1708,dimensionless,,26.85,fluid,fully_hydrated,computational,MD_simulation,Berger,10.5281/zenodo.1402411,NMRlipidsDatabank_ID330,NMRlipids BilayerData sim ID 330,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPC; FF_raw='Berger'.",2026-07-01
2935,DOPC:CHOL (8:5),DOPC:CHOL,8:5,area_per_lipid,50.9,A^2,0.01,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID652,NMRlipids BilayerData sim ID 652,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2936,DOPC:CHOL (8:5),DOPC:CHOL,8:5,thickness_DB,43.53,A,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID652,NMRlipids BilayerData sim ID 652,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2937,DOPC:CHOL (8:5),DOPC,8:5,order_param_SCD_plateau,0.2592,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID652,NMRlipids BilayerData sim ID 652,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C6_M); component=DOPC; FF_raw='CHARMM36'.",2026-07-01
2938,DOPC:CHOL (8:5),DOPC,8:5,order_param_SCD_plateau,0.2623,dimensionless,,60.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.6943929,NMRlipidsDatabank_ID652,NMRlipids BilayerData sim ID 652,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPC; FF_raw='CHARMM36'.",2026-07-01
2939,POPC:TLCL_0H (4:1),POPC:TLCL_0H,4:1,area_per_lipid,77.89,A^2,0.019,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8386813,NMRlipidsDatabank_ID779,NMRlipids BilayerData sim ID 779,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2940,POPC:TLCL_0H (4:1),POPC:TLCL_0H,4:1,thickness_DB,41.91,A,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8386813,NMRlipidsDatabank_ID779,NMRlipids BilayerData sim ID 779,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2941,POPC:TLCL_0H (4:1),POPC,4:1,order_param_SCD_plateau,0.2238,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8386813,NMRlipidsDatabank_ID779,NMRlipids BilayerData sim ID 779,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2942,POPC:TLCL_0H (4:1),POPC,4:1,order_param_SCD_plateau,0.2147,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.8386813,NMRlipidsDatabank_ID779,NMRlipids BilayerData sim ID 779,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2943,DOPS,DOPS,single,area_per_lipid,63.34,A^2,0.024,29.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.1129439,NMRlipidsDatabank_ID445,NMRlipids BilayerData sim ID 445,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2944,DOPS,DOPS,single,thickness_DB,42.88,A,,29.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.1129439,NMRlipidsDatabank_ID445,NMRlipids BilayerData sim ID 445,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
2945,DOPS,DOPS,single,order_param_SCD_plateau,0.2317,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.1129439,NMRlipidsDatabank_ID445,NMRlipids BilayerData sim ID 445,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DOPS; FF_raw='Slipids'.",2026-07-01
2946,DOPS,DOPS,single,order_param_SCD_plateau,0.2052,dimensionless,,29.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.1129439,NMRlipidsDatabank_ID445,NMRlipids BilayerData sim ID 445,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=DOPS; FF_raw='Slipids'.",2026-07-01
2947,POPC,POPC,single,area_per_lipid,67.24,A^2,0.013,96.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID130,NMRlipids BilayerData sim ID 130,high,NMRlipids Databank; FF_raw='Slipids with ECC-scaled ions (Kohagen)'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2948,POPC,POPC,single,thickness_DB,41.25,A,,96.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID130,NMRlipids BilayerData sim ID 130,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids with ECC-scaled ions (Kohagen)'. Def: total-density-based head-head thickness.",2026-07-01
2949,POPC,POPC,single,order_param_SCD_plateau,0.2142,dimensionless,,96.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID130,NMRlipids BilayerData sim ID 130,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
2950,POPC,POPC,single,order_param_SCD_plateau,0.1825,dimensionless,,96.85,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.259354,NMRlipidsDatabank_ID130,NMRlipids BilayerData sim ID 130,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C5_M); component=POPC; FF_raw='Slipids with ECC-scaled ions (Kohagen)'.",2026-07-01
2951,CHOL:POPC (3:7),CHOL:POPC,3:7,area_per_lipid,47.57,A^2,0.008,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.209362,NMRlipidsDatabank_ID506,NMRlipids BilayerData sim ID 506,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2952,CHOL:POPC (3:7),CHOL:POPC,3:7,thickness_DB,48.2,A,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.209362,NMRlipidsDatabank_ID506,NMRlipids BilayerData sim ID 506,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2953,CHOL:POPC (3:7),POPC,3:7,order_param_SCD_plateau,0.3392,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.209362,NMRlipidsDatabank_ID506,NMRlipids BilayerData sim ID 506,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2954,CHOL:POPC (3:7),POPC,3:7,order_param_SCD_plateau,0.3034,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.209362,NMRlipidsDatabank_ID506,NMRlipids BilayerData sim ID 506,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2955,POPC,POPC,single,area_per_lipid,63.64,A^2,0.043,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID664,NMRlipids BilayerData sim ID 664,high,NMRlipids Databank; FF_raw='Slipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2956,POPC,POPC,single,thickness_DB,42.03,A,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID664,NMRlipids BilayerData sim ID 664,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Slipids'. Def: total-density-based head-head thickness.",2026-07-01
2957,POPC,POPC,single,order_param_SCD_plateau,0.2143,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID664,NMRlipids BilayerData sim ID 664,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='Slipids'.",2026-07-01
2958,POPC,POPC,single,order_param_SCD_plateau,0.1946,dimensionless,,25.0,fluid,fully_hydrated,computational,MD_simulation,Slipids,10.5281/zenodo.7022749,NMRlipidsDatabank_ID664,NMRlipids BilayerData sim ID 664,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Slipids'.",2026-07-01
2959,POPC:CHOL (13:19),POPC:CHOL,13:19,area_per_lipid,40.99,A^2,0.011,36.85,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.3252052,NMRlipidsDatabank_ID327,NMRlipids BilayerData sim ID 327,high,NMRlipids Databank; FF_raw='MacRog'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2960,POPC:CHOL (13:19),POPC:CHOL,13:19,thickness_DB,42.48,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.3252052,NMRlipidsDatabank_ID327,NMRlipids BilayerData sim ID 327,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='MacRog'. Def: total-density-based head-head thickness.",2026-07-01
2961,POPC:CHOL (13:19),POPC,13:19,order_param_SCD_plateau,0.4192,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.3252052,NMRlipidsDatabank_ID327,NMRlipids BilayerData sim ID 327,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C9_M); component=POPC; FF_raw='MacRog'.",2026-07-01
2962,POPC:CHOL (13:19),POPC,13:19,order_param_SCD_plateau,0.6902,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,MacRog,10.5281/zenodo.3252052,NMRlipidsDatabank_ID327,NMRlipids BilayerData sim ID 327,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C18_M); component=POPC; FF_raw='MacRog'.",2026-07-01
2963,POPC:CER (256:25),POPC:CER,256:25,area_per_lipid,61.74,A^2,0.006,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2964,POPC:CER (256:25),POPC:CER,256:25,thickness_DB,42.66,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2965,POPC:CER (256:25),POPC,256:25,order_param_SCD_plateau,0.2306,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2966,POPC:CER (256:25),POPC,256:25,order_param_SCD_plateau,0.221,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2967,POPC:CER (256:25),CER,256:25,order_param_SCD_plateau,0.2493,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=CER; FF_raw='CHARMM36'.",2026-07-01
2968,POPC:CER (256:25),CER,256:25,order_param_SCD_plateau,0.2354,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1219494,NMRlipidsDatabank_ID165,NMRlipids BilayerData sim ID 165,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=CER; FF_raw='CHARMM36'.",2026-07-01
2969,PAPC,PAPC,single,area_per_lipid,69.74,A^2,0.007,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.18471806,NMRlipidsDatabank_ID909,NMRlipids BilayerData sim ID 909,high,NMRlipids Databank; FF_raw='CHARMM36m'; time-averaged APL (total area/lipids). software=NAMD.,2026-07-01
2970,PAPC,PAPC,single,thickness_DB,39.58,A,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.18471806,NMRlipidsDatabank_ID909,NMRlipids BilayerData sim ID 909,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36m'. Def: total-density-based head-head thickness.",2026-07-01
2971,PAPC,PAPC,single,order_param_SCD_plateau,0.2069,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.18471806,NMRlipidsDatabank_ID909,NMRlipids BilayerData sim ID 909,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=PAPC; FF_raw='CHARMM36m'.",2026-07-01
2972,PAPC,PAPC,single,order_param_SCD_plateau,0.1287,dimensionless,,30.0,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.18471806,NMRlipidsDatabank_ID909,NMRlipids BilayerData sim ID 909,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C4_M); component=PAPC; FF_raw='CHARMM36m'.",2026-07-01
2973,CHOL:DAPC (7:65),CHOL:DAPC,7:65,area_per_lipid,70.36,A^2,0.009,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID34,NMRlipids BilayerData sim ID 34,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2974,CHOL:DAPC (7:65),CHOL:DAPC,7:65,thickness_DB,39.03,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID34,NMRlipids BilayerData sim ID 34,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2975,CHOL:DAPC (7:65),DAPC,7:65,order_param_SCD_plateau,0.1585,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID34,NMRlipids BilayerData sim ID 34,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=DAPC; FF_raw='CHARMM36'.",2026-07-01
2976,CHOL:DAPC (7:65),DAPC,7:65,order_param_SCD_plateau,0.1194,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.2653721,NMRlipidsDatabank_ID34,NMRlipids BilayerData sim ID 34,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C4_M); component=DAPC; FF_raw='CHARMM36'.",2026-07-01
2977,POPC:CER (4:1),POPC:CER,4:1,area_per_lipid,58.12,A^2,0.003,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2978,POPC:CER (4:1),POPC:CER,4:1,thickness_DB,43.76,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2979,POPC:CER (4:1),POPC,4:1,order_param_SCD_plateau,0.2542,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2980,POPC:CER (4:1),POPC,4:1,order_param_SCD_plateau,0.2411,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='CHARMM36'.",2026-07-01
2981,POPC:CER (4:1),CER,4:1,order_param_SCD_plateau,0.2675,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C5_M); component=CER; FF_raw='CHARMM36'.",2026-07-01
2982,POPC:CER (4:1),CER,4:1,order_param_SCD_plateau,0.2622,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3248612,NMRlipidsDatabank_ID266,NMRlipids BilayerData sim ID 266,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=CER; FF_raw='CHARMM36'.",2026-07-01
2983,POPC:POPG (175:44),POPC:POPG,175:44,area_per_lipid,61.58,A^2,0.007,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,high,NMRlipids Databank; FF_raw='Lipid17'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2984,POPC:POPG (175:44),POPC:POPG,175:44,thickness_DB,42.53,A,,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='Lipid17'. Def: total-density-based head-head thickness.",2026-07-01
2985,POPC:POPG (175:44),POPC,175:44,order_param_SCD_plateau,0.2617,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='Lipid17'.",2026-07-01
2986,POPC:POPG (175:44),POPC,175:44,order_param_SCD_plateau,0.2057,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPC; FF_raw='Lipid17'.",2026-07-01
2987,POPC:POPG (175:44),POPG,175:44,order_param_SCD_plateau,0.2605,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPG; FF_raw='Lipid17'.",2026-07-01
2988,POPC:POPG (175:44),POPG,175:44,order_param_SCD_plateau,0.2044,dimensionless,,24.85,fluid,fully_hydrated,computational,MD_simulation,Lipid17,10.5281/zenodo.3833725,NMRlipidsDatabank_ID217,NMRlipids BilayerData sim ID 217,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C6_M); component=POPG; FF_raw='Lipid17'.",2026-07-01
2989,DEPC,DEPC,single,area_per_lipid,65.1,A^2,0.015,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3592499,NMRlipidsDatabank_ID53,NMRlipids BilayerData sim ID 53,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2990,DEPC,DEPC,single,thickness_DB,50.37,A,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3592499,NMRlipidsDatabank_ID53,NMRlipids BilayerData sim ID 53,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='CHARMM36'. Def: total-density-based head-head thickness.",2026-07-01
2991,DEPC,DEPC,single,order_param_SCD_plateau,0.2315,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3592499,NMRlipidsDatabank_ID53,NMRlipids BilayerData sim ID 53,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C7_M); component=DEPC; FF_raw='CHARMM36'.",2026-07-01
2992,DEPC,DEPC,single,order_param_SCD_plateau,0.2397,dimensionless,,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.3592499,NMRlipidsDatabank_ID53,NMRlipids BilayerData sim ID 53,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C8_M); component=DEPC; FF_raw='CHARMM36'.",2026-07-01
2993,POPC,POPC,single,area_per_lipid,61.27,A^2,0.075,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID52,NMRlipids BilayerData sim ID 52,high,NMRlipids Databank; FF_raw='ECC-lipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2994,POPC,POPC,single,thickness_DB,42.51,A,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID52,NMRlipids BilayerData sim ID 52,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='ECC-lipids'. Def: total-density-based head-head thickness.",2026-07-01
2995,POPC,POPC,single,order_param_SCD_plateau,0.2391,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID52,NMRlipids BilayerData sim ID 52,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
2996,POPC,POPC,single,order_param_SCD_plateau,0.2391,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID52,NMRlipids BilayerData sim ID 52,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
2997,POPC,POPC,single,area_per_lipid,64.45,A^2,0.013,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID127,NMRlipids BilayerData sim ID 127,high,NMRlipids Databank; FF_raw='ECC-lipids'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
2998,POPC,POPC,single,thickness_DB,40.4,A,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID127,NMRlipids BilayerData sim ID 127,medium,"NMRlipids Databank thickness (nm->A): water/lipid density-crossover (Luzzati/Gibbs dividing-surface style, NOT head-head). FF_raw='ECC-lipids'. Def: total-density-based head-head thickness.",2026-07-01
2999,POPC,POPC,single,order_param_SCD_plateau,0.2227,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID127,NMRlipids BilayerData sim ID 127,medium,"|SCD| plateau (sn-1, max carbon-avg |SCD|, carbon M_G1C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
3000,POPC,POPC,single,order_param_SCD_plateau,0.2227,dimensionless,,39.85,fluid,fully_hydrated,computational,MD_simulation,ECC-lipids,10.5281/zenodo.1118980,NMRlipidsDatabank_ID127,NMRlipids BilayerData sim ID 127,medium,"|SCD| plateau (sn-2, max carbon-avg |SCD|, carbon M_G2C3_M); component=POPC; FF_raw='ECC-lipids'.",2026-07-01
3001,POPC,POPC,single,area_per_lipid,61.96,A^2,0.009,36.85,fluid,fully_hydrated,computational,MD_simulation,CHARMM36,10.5281/zenodo.1010083,NMRlipidsDatabank_ID163,NMRlipids BilayerData sim ID 163,high,NMRlipids Databank; FF_raw='CHARMM36'; time-averaged APL (total area/lipids). software=gromacs.,2026-07-01
